spot_id,order_id,air_date,air_time,daypart,program,length,rate,status,station
SP-108074,WO-01133,2025-01-19,23:07:00,LN,Late News at 11,30,236.86,aired,KTMF-TV
SP-108075,WO-01133,2025-01-19,00:08:00,LF,Jimmy Kimmel Live,30,73.27,aired,KTMF-TV
SP-108076,WO-01133,2025-01-04,18:12:00,EN,Evening News at 5:30,60,585.02,aired,KTMF-TV
SP-108077,WO-01133,2025-01-15,17:07:00,EN,Evening News at 5,30,294.57,aired,KTMF-TV
SP-108078,WO-01133,2025-01-09,16:50:00,EF,People's Court,15,105.94,aired,KTMF-TV
SP-108079,WO-01133,2025-03-01,20:40:00,PR,Survivor,30,487.87,scheduled,KTMF-TV
SP-108080,WO-01133,2025-02-09,06:32:00,EM,Morning Report,30,158.3,aired,KTMF-TV
SP-108081,WO-01133,2025-03-05,00:17:00,LF,Nightline,30,68.61,scheduled,KTMF-TV
SP-108082,WO-01133,2025-02-21,18:32:00,PA,Entertainment Tonight,30,270.67,scheduled,KTMF-TV
SP-108083,WO-01133,2025-03-12,11:41:00,DT,NW Living,15,80.45,scheduled,KTMF-TV
SP-108084,WO-01133,2025-03-28,07:03:00,EM,Sunrise Edition,15,98.6,scheduled,KTMF-TV
SP-108085,WO-01133,2025-02-14,19:33:00,PA,Wheel of Fortune,30,272.39,aired,KTMF-TV
SP-108086,WO-01133,2025-01-29,18:46:00,PA,Entertainment Tonight,30,234.15,aired,KTMF-TV
SP-108087,WO-01133,2025-03-19,22:38:00,PR,60 Minutes,30,452.17,scheduled,KTMF-TV
SP-108088,WO-01133,2025-02-16,18:50:00,PA,Entertainment Tonight,30,281.92,scheduled,KTMF-TV
SP-108089,WO-01133,2025-02-11,19:57:00,PA,Jeopardy!,15,166.41,aired,KTMF-TV
SP-108090,WO-01133,2025-03-17,16:31:00,EF,Judge Judy,30,160.98,scheduled,KTMF-TV
SP-108091,WO-01133,2025-03-05,14:31:00,DT,Let's Make a Deal,30,103.42,scheduled,KTMF-TV
SP-108092,WO-01133,2025-01-08,14:28:00,DT,Local Hour,30,121.24,aired,KTMF-TV
SP-108093,WO-01133,2025-02-22,18:21:00,EN,Evening News at 5:30,60,619.3,scheduled,KTMF-TV
SP-108094,WO-01133,2025-01-16,22:52:00,PR,Survivor,30,479.34,aired,KTMF-TV
SP-108095,WO-01133,2025-01-06,14:50:00,DT,Local Hour,30,113.83,aired,KTMF-TV
SP-108096,WO-01133,2025-03-26,21:58:00,PR,FBI,15,340.66,scheduled,KTMF-TV
SP-108097,WO-01133,2025-02-01,07:42:00,EM,NW Morning News,60,253.75,aired,KTMF-TV
SP-108098,WO-01133,2025-03-20,06:46:00,EM,Morning Report,15,87.71,scheduled,KTMF-TV
SP-108099,WO-01133,2025-03-24,11:57:00,DT,NW Living,30,126.83,scheduled,KTMF-TV
SP-108100,WO-01133,2025-02-22,18:06:00,EN,Evening News at 5:30,15,192.15,scheduled,KTMF-TV
SP-108101,WO-01133,2025-02-13,11:12:00,DT,The Talk,30,125.39,aired,KTMF-TV
SP-108102,WO-01133,2025-01-16,23:09:00,LN,News Tonight,30,226.17,aired,KTMF-TV
SP-108103,WO-01133,2025-03-23,16:19:00,EF,Judge Judy,30,190.45,scheduled,KTMF-TV
SP-108104,WO-01133,2025-03-05,17:41:00,EN,Evening News at 5:30,15,217.77,scheduled,KTMF-TV
SP-108105,WO-01133,2025-03-11,01:42:00,LF,The Tonight Show,30,76.65,scheduled,KTMF-TV
SP-108106,WO-01133,2024-12-30,13:48:00,DT,The Talk,30,148.33,aired,KTMF-TV
SP-108107,WO-01133,2025-02-06,21:23:00,PR,The Voice,30,542.46,aired,KTMF-TV
SP-108108,WO-01133,2025-03-13,20:14:00,PR,The Voice,30,543.32,scheduled,KTMF-TV
SP-108109,WO-01133,2025-02-16,14:39:00,DT,The Young and the Restless,30,138.53,scheduled,KTMF-TV
SP-108110,WO-01133,2025-02-11,08:42:00,EM,AM Northwest,15,89.53,aired,KTMF-TV
SP-108111,WO-01133,2025-02-09,20:35:00,PR,NCIS,15,326.33,aired,KTMF-TV
SP-108112,WO-01133,2025-02-27,11:22:00,DT,The Talk,30,133.6,scheduled,KTMF-TV
SP-108113,WO-01133,2025-03-25,16:48:00,EF,Hot Bench,15,102.81,scheduled,KTMF-TV
SP-108114,WO-01133,2025-03-23,17:32:00,EN,Evening News at 6,15,213.95,scheduled,KTMF-TV
SP-108115,WO-01133,2025-03-30,06:16:00,EM,Sunrise Edition,15,77.72,scheduled,KTMF-TV
SP-108116,WO-01133,2025-01-03,23:14:00,LN,News Tonight,30,237.01,aired,KTMF-TV
SP-108117,WO-01133,2025-03-08,23:28:00,LN,News Tonight,15,155.0,scheduled,KTMF-TV
SP-108118,WO-01133,2025-01-18,23:28:00,LN,News Tonight,30,274.31,aired,KTMF-TV
SP-108119,WO-01133,2025-02-27,14:39:00,DT,The Talk,15,78.79,scheduled,KTMF-TV
SP-108120,WO-01133,2025-02-15,01:32:00,LF,The Tonight Show,30,80.12,aired,KTMF-TV
SP-108121,WO-01133,2025-01-07,20:02:00,PR,Sunday Night Football,15,291.26,aired,KTMF-TV
SP-108122,WO-01133,2025-03-08,19:40:00,PA,Entertainment Tonight,30,254.43,scheduled,KTMF-TV
SP-108123,WO-01133,2025-03-16,21:34:00,PR,Survivor,30,522.31,scheduled,KTMF-TV
SP-108124,WO-01133,2025-02-07,21:56:00,PR,Law & Order,30,532.61,aired,KTMF-TV
SP-108125,WO-01133,2025-03-18,17:39:00,EN,Evening News at 6,15,206.27,scheduled,KTMF-TV
SP-108126,WO-01133,2025-01-31,19:26:00,PA,Jeopardy!,30,241.32,aired,KTMF-TV
SP-108127,WO-01133,2025-01-15,18:37:00,PA,Wheel of Fortune,30,256.77,aired,KTMF-TV
SP-108128,WO-01133,2025-02-02,07:08:00,EM,AM Northwest,30,141.55,aired,KTMF-TV
SP-108129,WO-01133,2025-01-30,07:09:00,EM,Sunrise Edition,30,149.04,aired,KTMF-TV
SP-108130,WO-01133,2025-03-27,17:20:00,EN,Evening News at 5:30,60,576.0,scheduled,KTMF-TV
SP-108131,WO-01133,2025-01-19,18:35:00,PA,Entertainment Tonight,30,290.95,aired,KTMF-TV
SP-108132,WO-01133,2025-03-28,22:39:00,PR,NCIS,15,290.75,scheduled,KTMF-TV
SP-108133,WO-01133,2025-01-15,20:12:00,PR,Survivor,15,331.81,aired,KTMF-TV
SP-108134,WO-01133,2025-03-05,19:16:00,PA,Wheel of Fortune,30,288.05,scheduled,KTMF-TV
SP-108135,WO-01133,2025-01-31,10:57:00,DT,The Young and the Restless,30,124.39,aired,KTMF-TV
SP-108136,WO-01133,2025-03-21,22:59:00,PR,FBI,60,780.76,scheduled,KTMF-TV
SP-108137,WO-01133,2025-02-04,13:17:00,DT,The Young and the Restless,30,123.65,aired,KTMF-TV
SP-108138,WO-01133,2025-02-27,23:01:00,LN,Late News at 11,30,259.83,scheduled,KTMF-TV
SP-108139,WO-01133,2025-03-10,17:53:00,EN,Evening News at 5:30,30,330.8,scheduled,KTMF-TV
SP-108140,WO-01133,2025-01-09,23:03:00,LN,News Tonight,15,161.22,aired,KTMF-TV
SP-108141,WO-01133,2025-01-03,13:17:00,DT,Let's Make a Deal,15,76.11,aired,KTMF-TV
SP-108142,WO-01133,2025-01-05,20:41:00,PR,The Voice,15,322.69,aired,KTMF-TV
SP-108143,WO-01133,2025-03-28,17:12:00,EN,Evening News at 5,15,197.41,scheduled,KTMF-TV
SP-108144,WO-01133,2025-03-05,10:47:00,DT,NW Living,30,127.53,scheduled,KTMF-TV
SP-108145,WO-01133,2025-03-08,19:34:00,PA,Jeopardy!,15,159.33,scheduled,KTMF-TV
SP-108146,WO-01133,2025-03-04,12:35:00,DT,Let's Make a Deal,30,122.88,scheduled,KTMF-TV
SP-108147,WO-01133,2025-01-14,13:00:00,DT,The Young and the Restless,15,62.27,aired,KTMF-TV
SP-108148,WO-01133,2025-03-12,18:10:00,EN,Evening News at 6,15,176.98,scheduled,KTMF-TV
SP-108149,WO-01133,2025-02-23,18:04:00,EN,Evening News at 6,15,187.67,scheduled,KTMF-TV
SP-108150,WO-01133,2025-01-12,17:50:00,EN,Evening News at 6,15,218.8,aired,KTMF-TV
SP-108151,WO-01133,2024-12-30,17:49:00,EN,Evening News at 5,30,369.21,aired,KTMF-TV
SP-108152,WO-01133,2025-01-25,07:54:00,EM,AM Northwest,30,145.47,aired,KTMF-TV
SP-108153,WO-01133,2025-02-15,17:05:00,EN,Evening News at 6,30,304.54,aired,KTMF-TV
SP-108154,WO-01133,2025-03-20,18:26:00,EN,Evening News at 5:30,60,634.91,scheduled,KTMF-TV
SP-108155,WO-01133,2025-01-24,19:26:00,PA,Wheel of Fortune,30,311.88,aired,KTMF-TV
SP-108156,WO-01133,2025-01-22,17:06:00,EN,Evening News at 6,60,567.8,aired,KTMF-TV
SP-108157,WO-01133,2025-03-18,11:10:00,DT,Let's Make a Deal,30,104.84,scheduled,KTMF-TV
SP-108158,WO-01133,2025-02-26,18:48:00,PA,Wheel of Fortune,30,260.97,scheduled,KTMF-TV
SP-108159,WO-01133,2025-02-07,06:04:00,EM,Sunrise Edition,30,154.73,aired,KTMF-TV
SP-108160,WO-01133,2025-01-20,16:49:00,EF,Hot Bench,30,167.75,aired,KTMF-TV
SP-108161,WO-01133,2025-02-05,22:15:00,PR,NCIS,30,586.84,aired,KTMF-TV
SP-108162,WO-01133,2025-01-30,20:03:00,PR,Survivor,15,314.09,aired,KTMF-TV
SP-108163,WO-01133,2025-02-17,12:47:00,DT,Let's Make a Deal,60,200.37,scheduled,KTMF-TV
SP-108164,WO-01133,2025-03-08,16:02:00,EF,Hot Bench,15,109.76,scheduled,KTMF-TV
SP-108165,WO-01133,2025-03-24,18:20:00,EN,Evening News at 5,30,313.06,scheduled,KTMF-TV
SP-108166,WO-01133,2025-02-20,17:50:00,EN,Evening News at 5:30,30,312.94,scheduled,KTMF-TV
SP-108167,WO-01133,2025-03-04,22:32:00,PR,Chicago Fire,15,309.39,scheduled,KTMF-TV
SP-108168,WO-01133,2025-03-24,22:31:00,PR,Sunday Night Football,15,286.29,scheduled,KTMF-TV
SP-108169,WO-01133,2025-01-26,07:25:00,EM,AM Northwest,30,125.31,makegood,KTMF-TV
SP-108170,WO-01133,2025-02-05,22:22:00,PR,Survivor,30,457.62,aired,KTMF-TV
SP-108171,WO-01133,2025-01-24,23:00:00,LN,News Tonight,30,269.54,aired,KTMF-TV
SP-108172,WO-01133,2025-01-24,01:52:00,LF,Jimmy Kimmel Live,30,64.09,aired,KTMF-TV
SP-108173,WO-01133,2025-01-04,07:08:00,EM,Morning Report,15,92.95,aired,KTMF-TV
SP-108174,WO-01133,2025-01-12,23:20:00,LN,News Tonight,30,210.85,aired,KTMF-TV
SP-108175,WO-01133,2025-03-20,11:20:00,DT,Local Hour,15,69.45,scheduled,KTMF-TV
SP-108176,WO-01133,2025-03-15,16:40:00,EF,Inside Edition,60,325.04,scheduled,KTMF-TV
SP-108177,WO-01133,2025-03-30,18:27:00,EN,Evening News at 6,30,324.98,scheduled,KTMF-TV
SP-108178,WO-01133,2025-01-22,16:16:00,EF,Judge Judy,15,92.17,aired,KTMF-TV
SP-108179,WO-01133,2025-01-04,16:15:00,EF,Judge Judy,30,170.42,aired,KTMF-TV
SP-108180,WO-01133,2025-01-16,11:24:00,DT,NW Living,15,62.43,aired,KTMF-TV
SP-108181,WO-01133,2025-01-12,21:49:00,PR,Chicago Fire,30,557.91,aired,KTMF-TV
SP-108182,WO-01133,2025-03-30,19:18:00,PA,Access Hollywood,15,167.1,scheduled,KTMF-TV
SP-108183,WO-01133,2025-02-26,19:03:00,PA,Entertainment Tonight,30,240.87,scheduled,KTMF-TV
SP-108184,WO-01133,2025-03-18,18:51:00,PA,Entertainment Tonight,30,276.9,scheduled,KTMF-TV
SP-108185,WO-01133,2025-01-26,15:03:00,DT,NW Living,30,119.95,aired,KTMF-TV
SP-108186,WO-01134,2025-03-14,22:04:00,PR,Chicago Fire,30,419.28,scheduled,KNDO-TV
SP-108187,WO-01134,2025-02-07,20:01:00,PR,60 Minutes,60,790.84,aired,KNDO-TV
SP-108188,WO-01134,2025-02-24,16:02:00,EF,People's Court,30,158.03,scheduled,KNDO-TV
SP-108189,WO-01134,2025-02-06,12:16:00,DT,NW Living,15,66.49,aired,KNDO-TV
SP-108190,WO-01134,2025-02-18,19:16:00,PA,Access Hollywood,30,229.85,scheduled,KNDO-TV
SP-108191,WO-01134,2025-02-15,20:45:00,PR,Survivor,30,403.0,aired,KNDO-TV
SP-108192,WO-01134,2025-02-26,23:05:00,LN,News Tonight,30,207.31,scheduled,KNDO-TV
SP-108193,WO-01134,2025-02-28,20:10:00,PR,The Voice,30,463.95,scheduled,KNDO-TV
SP-108194,WO-01134,2025-03-15,21:16:00,PR,60 Minutes,30,428.46,scheduled,KNDO-TV
SP-108195,WO-01134,2025-02-09,23:08:00,LN,Late News at 11,30,211.35,aired,KNDO-TV
SP-108196,WO-01134,2025-02-27,22:10:00,PR,NCIS,30,449.21,scheduled,KNDO-TV
SP-108197,WO-01134,2025-02-21,01:54:00,LF,The Tonight Show,30,58.76,scheduled,KNDO-TV
SP-108198,WO-01134,2025-03-19,07:58:00,EM,Morning Report,30,126.82,scheduled,KNDO-TV
SP-108199,WO-01134,2025-02-26,14:36:00,DT,Local Hour,15,56.5,scheduled,KNDO-TV
SP-108200,WO-01134,2025-03-10,18:30:00,PA,Entertainment Tonight,30,252.39,scheduled,KNDO-TV
SP-108201,WO-01134,2025-03-19,17:50:00,EN,Evening News at 5,15,163.74,scheduled,KNDO-TV
SP-108202,WO-01134,2025-02-11,16:12:00,EF,Inside Edition,30,150.07,aired,KNDO-TV
SP-108203,WO-01134,2025-02-16,21:08:00,PR,60 Minutes,15,249.05,scheduled,KNDO-TV
SP-108204,WO-01134,2025-03-01,19:05:00,PA,Entertainment Tonight,30,270.23,scheduled,KNDO-TV
SP-108205,WO-01134,2025-02-06,18:54:00,PA,Wheel of Fortune,30,237.62,aired,KNDO-TV
SP-108206,WO-01134,2025-03-17,07:19:00,EM,NW Morning News,30,121.38,scheduled,KNDO-TV
SP-108207,WO-01134,2025-02-24,17:32:00,EN,Evening News at 5:30,30,297.58,scheduled,KNDO-TV
SP-108208,WO-01134,2025-02-16,18:49:00,PA,Entertainment Tonight,30,262.83,scheduled,KNDO-TV
SP-108209,WO-01134,2025-03-22,10:56:00,DT,Local Hour,30,101.62,scheduled,KNDO-TV
SP-108210,WO-01134,2025-02-03,09:03:00,DT,NW Living,30,113.77,aired,KNDO-TV
SP-108211,WO-01134,2025-03-06,19:48:00,PA,Jeopardy!,30,231.06,scheduled,KNDO-TV
SP-108212,WO-01134,2025-03-09,01:50:00,LF,The Tonight Show,30,67.65,scheduled,KNDO-TV
SP-108213,WO-01134,2025-03-06,10:27:00,DT,The Talk,30,105.12,scheduled,KNDO-TV
SP-108214,WO-01134,2025-03-05,16:57:00,EF,People's Court,30,159.83,scheduled,KNDO-TV
SP-108215,WO-01134,2025-03-25,07:01:00,EM,AM Northwest,15,64.44,scheduled,KNDO-TV
SP-108216,WO-01134,2025-02-21,16:40:00,EF,Inside Edition,30,156.18,scheduled,KNDO-TV
SP-108217,WO-01134,2025-02-10,21:27:00,PR,The Voice,30,428.38,aired,KNDO-TV
SP-108218,WO-01134,2025-02-16,16:12:00,EF,Judge Judy,60,268.56,scheduled,KNDO-TV
SP-108219,WO-01134,2025-03-07,17:29:00,EN,Evening News at 5,30,282.33,scheduled,KNDO-TV
SP-108220,WO-01134,2025-02-23,23:41:00,LF,Late Show,15,41.49,scheduled,KNDO-TV
SP-108221,WO-01134,2025-03-06,16:05:00,EF,People's Court,30,151.46,scheduled,KNDO-TV
SP-108222,WO-01134,2025-02-20,18:57:00,PA,Entertainment Tonight,30,219.42,scheduled,KNDO-TV
SP-108223,WO-01134,2025-03-09,00:21:00,LF,Jimmy Kimmel Live,30,65.84,scheduled,KNDO-TV
SP-108224,WO-01134,2025-02-14,19:08:00,PA,Entertainment Tonight,30,219.91,aired,KNDO-TV
SP-108225,WO-01134,2025-03-06,11:59:00,DT,NW Living,15,61.21,scheduled,KNDO-TV
SP-108226,WO-01134,2025-03-14,12:43:00,DT,The Price Is Right,30,105.7,scheduled,KNDO-TV
SP-108227,WO-01134,2025-03-18,01:58:00,LF,The Tonight Show,30,61.08,scheduled,KNDO-TV
SP-108228,WO-01134,2025-02-27,23:10:00,LN,Late News at 11,30,244.52,scheduled,KNDO-TV
SP-108229,WO-01134,2025-02-19,10:38:00,DT,Local Hour,15,66.47,scheduled,KNDO-TV
SP-108230,WO-01134,2025-03-04,20:31:00,PR,Chicago Fire,30,463.01,scheduled,KNDO-TV
SP-108231,WO-01134,2025-03-01,13:04:00,DT,The Price Is Right,30,94.22,scheduled,KNDO-TV
SP-108232,WO-01134,2025-03-10,11:20:00,DT,The Talk,30,102.56,scheduled,KNDO-TV
SP-108233,WO-01134,2025-02-22,00:37:00,LF,Late Show,30,60.48,scheduled,KNDO-TV
SP-108234,WO-01134,2025-02-05,18:17:00,EN,Evening News at 5:30,30,252.25,aired,KNDO-TV
SP-108235,WO-01134,2025-02-22,15:39:00,DT,The Price Is Right,30,114.14,scheduled,KNDO-TV
SP-108236,WO-01134,2025-02-13,18:36:00,PA,Entertainment Tonight,15,157.96,aired,KNDO-TV
SP-108237,WO-01134,2025-02-14,23:22:00,LN,News Tonight,60,379.71,aired,KNDO-TV
SP-108238,WO-01134,2025-02-05,23:31:00,LN,Late News at 11,15,146.71,aired,KNDO-TV
SP-108239,WO-01134,2025-02-20,22:34:00,PR,Law & Order,30,467.0,scheduled,KNDO-TV
SP-108240,WO-01134,2025-03-20,23:06:00,LN,News Tonight,60,391.59,scheduled,KNDO-TV
SP-108241,WO-01134,2025-03-17,20:22:00,PR,Sunday Night Football,30,462.21,scheduled,KNDO-TV
SP-108242,WO-01134,2025-03-11,01:45:00,LF,Late Show,15,36.92,scheduled,KNDO-TV
SP-108243,WO-01134,2025-03-05,21:06:00,PR,Sunday Night Football,30,461.85,scheduled,KNDO-TV
SP-108244,WO-01134,2025-03-22,19:44:00,PA,Access Hollywood,15,158.08,scheduled,KNDO-TV
SP-108245,WO-01134,2025-02-12,00:31:00,LF,Jimmy Kimmel Live,30,62.7,aired,KNDO-TV
SP-108246,WO-01134,2025-02-09,17:48:00,EN,Evening News at 5:30,15,164.25,aired,KNDO-TV
SP-108247,WO-01134,2025-03-06,18:33:00,PA,Entertainment Tonight,30,271.53,scheduled,KNDO-TV
SP-108248,WO-01134,2025-03-22,23:15:00,LN,News Tonight,30,224.56,scheduled,KNDO-TV
SP-108249,WO-01134,2025-02-10,00:33:00,LF,The Tonight Show,15,38.55,aired,KNDO-TV
SP-108250,WO-01134,2025-02-26,17:33:00,EN,Evening News at 5:30,30,286.01,scheduled,KNDO-TV
SP-108251,WO-01134,2025-02-13,19:36:00,PA,Entertainment Tonight,30,218.52,aired,KNDO-TV
SP-108252,WO-01134,2025-02-17,23:13:00,LN,News Tonight,30,198.73,scheduled,KNDO-TV
SP-108253,WO-01134,2025-03-26,19:59:00,PA,Jeopardy!,30,226.61,scheduled,KNDO-TV
SP-108254,WO-01134,2025-03-16,17:08:00,EN,Evening News at 5,30,254.83,scheduled,KNDO-TV
SP-108255,WO-01134,2025-02-09,06:28:00,EM,AM Northwest,30,124.32,aired,KNDO-TV
SP-108256,WO-01134,2025-02-18,12:37:00,DT,The Talk,30,106.36,scheduled,KNDO-TV
SP-108257,WO-01134,2025-02-13,16:46:00,EF,Inside Edition,30,125.31,aired,KNDO-TV
SP-108258,WO-01134,2025-02-27,18:21:00,EN,Evening News at 5,30,264.88,scheduled,KNDO-TV
SP-108259,WO-01134,2025-02-19,20:21:00,PR,Sunday Night Football,30,388.97,scheduled,KNDO-TV
SP-108260,WO-01135,2024-01-06,01:44:00,LF,Jimmy Kimmel Live,30,66.99,aired,KNDO-TV
SP-108261,WO-01135,2024-01-26,01:17:00,LF,The Tonight Show,30,63.99,aired,KNDO-TV
SP-108262,WO-01135,2024-02-15,16:43:00,EF,Hot Bench,15,81.48,aired,KNDO-TV
SP-108263,WO-01135,2024-01-08,20:53:00,PR,NCIS,15,240.9,aired,KNDO-TV
SP-108264,WO-01135,2024-01-02,14:43:00,DT,Let's Make a Deal,15,56.99,aired,KNDO-TV
SP-108265,WO-01135,2024-02-05,22:51:00,PR,Survivor,30,409.5,aired,KNDO-TV
SP-108266,WO-01135,2024-01-03,21:15:00,PR,Chicago Fire,30,421.5,aired,KNDO-TV
SP-108267,WO-01135,2024-01-29,18:06:00,EN,Evening News at 5:30,15,152.29,aired,KNDO-TV
SP-108268,WO-01135,2024-02-13,17:49:00,EN,Evening News at 5,30,268.36,aired,KNDO-TV
SP-108269,WO-01135,2024-02-11,19:37:00,PA,Jeopardy!,30,225.04,aired,KNDO-TV
SP-108270,WO-01135,2024-02-05,10:49:00,DT,The Price Is Right,15,59.33,aired,KNDO-TV
SP-108271,WO-01135,2024-01-11,19:36:00,PA,Entertainment Tonight,30,211.34,aired,KNDO-TV
SP-108272,WO-01135,2024-02-04,23:23:00,LN,Late News at 11,30,177.15,aired,KNDO-TV
SP-108273,WO-01135,2024-02-05,17:36:00,EN,Evening News at 6,15,172.98,aired,KNDO-TV
SP-108274,WO-01135,2024-02-09,14:17:00,DT,Let's Make a Deal,30,116.44,aired,KNDO-TV
SP-108275,WO-01135,2024-01-23,19:01:00,PA,Wheel of Fortune,30,199.57,aired,KNDO-TV
SP-108276,WO-01135,2024-01-06,21:41:00,PR,Law & Order,30,465.75,aired,KNDO-TV
SP-108277,WO-01135,2024-01-19,19:56:00,PA,Access Hollywood,15,127.97,aired,KNDO-TV
SP-108278,WO-01135,2024-01-25,06:41:00,EM,Morning Report,30,118.16,aired,KNDO-TV
SP-108279,WO-01135,2024-01-12,20:49:00,PR,FBI,30,420.56,aired,KNDO-TV
SP-108280,WO-01135,2024-02-04,06:07:00,EM,AM Northwest,30,119.28,aired,KNDO-TV
SP-108281,WO-01135,2024-01-25,17:59:00,EN,Evening News at 5,60,506.45,aired,KNDO-TV
SP-108282,WO-01135,2024-01-05,17:07:00,EN,Evening News at 6,15,148.67,aired,KNDO-TV
SP-108283,WO-01135,2024-01-25,23:02:00,LN,News Tonight,30,200.22,aired,KNDO-TV
SP-108284,WO-01135,2024-01-17,23:06:00,LN,Late News at 11,60,339.33,aired,KNDO-TV
SP-108285,WO-01135,2024-01-07,20:46:00,PR,Chicago Fire,30,393.32,aired,KNDO-TV
SP-108286,WO-01135,2024-01-05,23:05:00,LN,Late News at 11,30,188.87,aired,KNDO-TV
SP-108287,WO-01135,2024-02-13,13:34:00,DT,NW Living,15,60.16,makegood,KNDO-TV
SP-108288,WO-01135,2024-01-26,22:01:00,PR,NCIS,30,395.18,aired,KNDO-TV
SP-108289,WO-01135,2024-01-16,20:59:00,PR,NCIS,30,432.54,aired,KNDO-TV
SP-108290,WO-01135,2024-02-13,20:29:00,PR,Survivor,30,415.91,aired,KNDO-TV
SP-108291,WO-01135,2024-01-13,21:03:00,PR,60 Minutes,15,227.3,aired,KNDO-TV
SP-108292,WO-01135,2024-02-09,09:36:00,DT,The Talk,30,108.9,aired,KNDO-TV
SP-108293,WO-01135,2024-01-13,14:22:00,DT,The Young and the Restless,30,99.55,aired,KNDO-TV
SP-108294,WO-01135,2024-01-18,21:38:00,PR,NCIS,15,257.92,aired,KNDO-TV
SP-108295,WO-01135,2024-01-17,14:59:00,DT,Local Hour,15,51.64,aired,KNDO-TV
SP-108296,WO-01135,2024-02-11,15:18:00,DT,The Price Is Right,30,86.06,aired,KNDO-TV
SP-108297,WO-01135,2024-01-14,23:46:00,LF,The Tonight Show,30,64.32,aired,KNDO-TV
SP-108298,WO-01135,2024-02-04,23:48:00,LF,Late Show,30,60.32,aired,KNDO-TV
SP-108299,WO-01135,2024-01-20,16:25:00,EF,People's Court,30,140.34,aired,KNDO-TV
SP-108300,WO-01135,2024-02-14,08:15:00,EM,Morning Report,15,78.28,aired,KNDO-TV
SP-108301,WO-01135,2024-02-12,18:20:00,EN,Evening News at 6,60,514.64,aired,KNDO-TV
SP-108302,WO-01135,2024-02-14,07:45:00,EM,NW Morning News,60,244.81,aired,KNDO-TV
SP-108303,WO-01135,2024-01-21,14:18:00,DT,The Young and the Restless,30,110.05,aired,KNDO-TV
SP-108304,WO-01135,2024-02-11,11:07:00,DT,The Young and the Restless,30,93.52,aired,KNDO-TV
SP-108305,WO-01135,2024-02-01,23:14:00,LN,Late News at 11,30,198.08,preempted,KNDO-TV
SP-108306,WO-01135,2024-02-05,17:20:00,EN,Evening News at 5,30,249.08,aired,KNDO-TV
SP-108307,WO-01135,2024-01-31,07:22:00,EM,Sunrise Edition,30,138.49,aired,KNDO-TV
SP-108308,WO-01135,2024-01-01,20:03:00,PR,Chicago Fire,15,251.92,aired,KNDO-TV
SP-108309,WO-01135,2024-02-11,08:00:00,EM,NW Morning News,60,233.27,aired,KNDO-TV
SP-108310,WO-01135,2024-01-25,23:23:00,LN,News Tonight,15,126.46,aired,KNDO-TV
SP-108311,WO-01135,2024-01-03,09:10:00,DT,Let's Make a Deal,30,86.06,aired,KNDO-TV
SP-108312,WO-01135,2024-01-12,12:43:00,DT,NW Living,30,98.95,aired,KNDO-TV
SP-108313,WO-01135,2024-02-04,17:15:00,EN,Evening News at 5:30,30,223.76,aired,KNDO-TV
SP-108314,WO-01135,2024-02-02,08:28:00,EM,AM Northwest,30,135.19,aired,KNDO-TV
SP-108315,WO-01135,2024-02-08,08:04:00,EM,NW Morning News,30,115.94,aired,KNDO-TV
SP-108316,WO-01135,2024-01-19,00:42:00,LF,Late Show,30,55.3,aired,KNDO-TV
SP-108317,WO-01135,2024-02-01,23:12:00,LN,News Tonight,30,205.83,aired,KNDO-TV
SP-108318,WO-01135,2024-01-31,01:45:00,LF,Jimmy Kimmel Live,30,63.35,aired,KNDO-TV
SP-108319,WO-01135,2024-01-19,20:06:00,PR,NCIS,30,370.15,aired,KNDO-TV
SP-108320,WO-01135,2024-01-17,08:16:00,EM,AM Northwest,30,110.81,aired,KNDO-TV
SP-108321,WO-01135,2024-01-11,00:49:00,LF,Nightline,30,58.06,aired,KNDO-TV
SP-108322,WO-01135,2024-02-08,22:01:00,PR,Chicago Fire,60,658.89,aired,KNDO-TV
SP-108323,WO-01135,2024-01-22,18:10:00,EN,Evening News at 6,30,246.16,aired,KNDO-TV
SP-108324,WO-01135,2024-01-18,20:50:00,PR,Chicago Fire,15,219.36,aired,KNDO-TV
SP-108325,WO-01135,2024-02-03,19:19:00,PA,Access Hollywood,60,418.32,aired,KNDO-TV
SP-108326,WO-01135,2024-01-21,21:31:00,PR,Law & Order,30,429.58,aired,KNDO-TV
SP-108327,WO-01135,2024-02-09,23:28:00,LN,Late News at 11,30,184.78,aired,KNDO-TV
SP-108328,WO-01135,2024-01-24,00:22:00,LF,Nightline,30,61.88,aired,KNDO-TV
SP-108329,WO-01135,2024-02-03,21:39:00,PR,Law & Order,30,366.65,aired,KNDO-TV
SP-108330,WO-01136,2024-01-02,19:56:00,PA,Jeopardy!,30,286.69,aired,KULR-TV
SP-108331,WO-01136,2024-01-07,18:03:00,EN,Evening News at 5:30,30,365.08,aired,KULR-TV
SP-108332,WO-01136,2024-01-07,07:44:00,EM,NW Morning News,15,89.87,aired,KULR-TV
SP-108333,WO-01136,2024-01-02,23:58:00,LF,Jimmy Kimmel Live,30,86.54,aired,KULR-TV
SP-108334,WO-01136,2024-01-06,16:54:00,EF,People's Court,30,202.76,aired,KULR-TV
SP-108335,WO-01136,2024-01-02,22:03:00,PR,FBI,60,999.6,aired,KULR-TV
